db	path	node_mentions	labels
opt-crypto-tuber-ranked.db	src/components/PerformanceChart.tsx	8	Interface:4,Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/ml-verifier.test.ts	8	Function:6,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/pipeline.test.ts	8	Function:5,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/checkout-route.test.ts	8	Variable:4,Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/data-pipeline.test.ts	8	Function:5,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	docs/ops/callscore-gtm-agent-registry.md	8	Section:7,Module:1
opt-crypto-tuber-ranked.db	schema.sql	7	Variable:5,File:1,Module:1
opt-crypto-tuber-ranked.db	middleware.ts	7	Function:3,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ml/local-extractor-benchmark.md	7	Section:5,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/plans/2026-06-12-controlled-autonomous-runtime-execution-plan.md	7	Section:5,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/callscore-loop-failure-taxonomy.md	7	Section:5,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/transcript-extraction-waterfall.md	7	Section:5,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/2026-06-14-full-system-live-canary-gate-decisions.md	7	Section:5,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/hh-media-fallback.md	7	Section:5,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/reviews/M10-code-review.md	7	Section:5,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/reviews/M10-synthesis.md	7	Section:5,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/pipeline-state-check.ts	7	Interface:3,Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/audit-call-blockers.ts	7	Function:3,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	src/scripts/discover-crypto-creators.ts	7	Variable:3,Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/backfill-public-integrity.ts	7	Function:4,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/scripts/reset-extraction.ts	7	Function:3,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	src/scripts/audit-coverage-report.ts	7	Function:4,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/lib/whop-oauth.ts	7	Function:4,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/lib/home-read-api-contract.ts	7	Function:3,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	src/lib/leaderboard-safety.d.ts	7	Function:5,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/audit-coverage.ts	7	Interface:2,Function:2,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/lib/mock-data.ts	7	Variable:3,Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/opengraph-image.tsx	7	Variable:4,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/app/api/auth/login/route.ts	7	Function:3,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/whop/webhook/route.ts	7	Function:4,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/api/consensus/route.ts	7	Function:2,Variable:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/components/SelfCorrectionBadge.tsx	7	Function:3,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	src/components/AlphaScoreBadge.tsx	7	Function:3,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	tests/hermes-skill-canonical-process.test.ts	7	Variable:4,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	tests/gtm-agent-registry.test.ts	7	Variable:3,Type:2,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/page-helpers.ts	7	Variable:4,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	tests/db-env.test.ts	7	Function:5,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/architecture/callscore-agentic-platform.md	7	Section:7
opt-crypto-tuber-ranked.db	docker-compose.yml	6	Route:3,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	docs/global-creator-approval-list.md	6	Section:4,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/current-pipeline-entrypoints.md	6	Section:4,File:1,Module:1
opt-crypto-tuber-ranked.db	.kilo/agent/adopt-planner.md	6	Section:4,File:1,Module:1
opt-crypto-tuber-ranked.db	scripts/hermes-worker-wrapper.py	6	Function:3,Variable:2,File:1
opt-crypto-tuber-ranked.db	.github/copilot-instructions.md	6	Section:4,File:1,Module:1
opt-crypto-tuber-ranked.db	.github/workflows/ci.yml	6	Variable:4,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/G10_REMAINING_BLOCKERS.md	6	Section:4,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/G10_SIGNOFF_LEDGER.md	6	Section:4,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/reviews/M10-security-review.md	6	Section:4,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/reviews/M10-test-contract-review.md	6	Section:4,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/reviews/M10-architecture-gate-review.md	6	Section:4,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/reviews/M10-documentation-board-review.md	6	Section:4,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/_shared.ts	6	Function:2,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	src/scripts/extract-calls-batch.ts	6	Function:2,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/public-counts.ts	6	Interface:2,File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/lib/premium.ts	6	Function:4,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/youtube.ts	6	Function:2,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	src/lib/whop.ts	6	Function:2,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/fonts.ts	6	Variable:3,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/app/layout.tsx	6	Variable:2,File:1,Module:1,Interface:1,Function:1
opt-crypto-tuber-ranked.db	src/app/api/v1/calls/route.ts	6	Variable:3,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/app/api/auth/review/route.ts	6	Function:3,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/api/auth/whop/route.ts	6	Function:2,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/cron/alerts/send/route.ts	6	Function:3,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/api/cron/alerts/scan/route.ts	6	Function:3,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/call/[id]/page.tsx	6	Function:2,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/privacy/page.tsx	6	Variable:2,File:1,Module:1,Interface:1,Function:1
opt-crypto-tuber-ranked.db	src/app/terms/page.tsx	6	Variable:2,File:1,Module:1,Interface:1,Function:1
opt-crypto-tuber-ranked.db	src/components/RankTierBadge.tsx	6	Function:3,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/components/Leaderboard.tsx	6	Function:2,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	src/components/SettingsShell.tsx	6	File:1,Module:1,Type:1,Interface:1,Function:1
opt-crypto-tuber-ranked.db	src/components/PeriodFilter.tsx	6	Function:2,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	src/components/primitives/Chip.tsx	6	File:1,Module:1,Type:1,Interface:1,Function:1
opt-crypto-tuber-ranked.db	tests/fonts.test.ts	6	Variable:4,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/creator-stats.test.ts	6	Function:2,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/api-routes.test.ts	6	Variable:3,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	tests/monitoring.test.ts	6	Function:3,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/whop-access.test.ts	6	Variable:3,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	next.config.js	5	Function:2,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	docs/global-creator-current-db-coverage.md	5	Section:3,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ml/call-extraction-eval.md	5	Section:3,File:1,Module:1
opt-crypto-tuber-ranked.db	.kilo/agent/critic.md	5	Section:3,File:1,Module:1
opt-crypto-tuber-ranked.db	.kilo/agent/deploy-planner.md	5	Section:3,File:1,Module:1
opt-crypto-tuber-ranked.db	migrations/005-alpha-platform.sql	5	Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/launch-batch/PAYLOAD_APPROVAL_LEDGER.md	5	Section:3,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/launch-batch/MANIFEST.md	5	Section:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/match-stats.ts	5	Function:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/scripts/verify-local-postgres-provider.ts	5	Function:2,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/scripts/insert-discovered-creators.ts	5	Variable:2,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/scripts/leaderboard.ts	5	Function:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/scripts/scan-new-calls.ts	5	Function:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/scripts/batch1-import.ts	5	Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/seed-creators.ts	5	Function:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/workplane.ts	5	Function:2,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/lib/http-cache.ts	5	Function:2,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/lib/live-call-pricing.ts	5	Function:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/lib/tracked-creators.ts	5	Variable:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/app/api/v1/backtests/route.ts	5	Variable:2,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/app/api/v1/consensus/route.ts	5	Variable:2,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/app/api/v1/creators/route.ts	5	Variable:2,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/app/api/export/calls/route.ts	5	Variable:2,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/app/api/health/route.ts	5	Variable:2,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/app/api/auth/review/helpers.ts	5	Function:2,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/api/alerts/unsubscribe/route.ts	5	Function:2,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/api/alerts/watch/helpers.ts	5	Function:2,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/settings/billing/page.tsx	5	Function:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/settings/api/page.tsx	5	File:1,Module:1,Interface:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/settings/webhooks/page.tsx	5	File:1,Module:1,Interface:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/feedback/layout.tsx	5	File:1,Module:1,Interface:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/components/ConsensusSignals.tsx	5	Function:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/components/TierGate.tsx	5	File:1,Module:1,Interface:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/components/LeaderboardRow.tsx	5	Function:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/components/ScoreBreakdown.tsx	5	File:1,Module:1,Interface:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/components/MobileMenu.tsx	5	Function:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/components/primitives/Hairline.tsx	5	File:1,Module:1,Interface:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/components/primitives/MetaStrip.tsx	5	Interface:2,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/components/commercial/CallDetailUpgradeCta.tsx	5	File:1,Module:1,Type:1,Interface:1,Function:1
opt-crypto-tuber-ranked.db	tests/header-rsc.test.ts	5	Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/whop-oauth.test.ts	5	Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/hh-read-api.test.ts	5	Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/components-no-lucide-decoration.test.ts	5	Variable:2,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	tests/frontend-tokens.test.ts	5	Variable:2,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	tests/auth.test.ts	5	Function:3,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/ops-coverage.test.ts	5	File:1,Module:1,Type:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	tests/pages-cross-cutting.test.ts	5	Function:2,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/api-runtime-schemas.test.ts	5	Function:3,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/pipeline-readiness.test.ts	5	Function:2,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/routes/checkout-route.test.ts	5	Variable:2,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	.codacy/codacy.yaml	4	Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	scripts/pipeline_audit.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	migrations/001-watchlists.sql	4	Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	migrations/013-llm-gold-examples.sql	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	migrations/007-product-surface-observability.sql	4	Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	migrations/014-ml-promotion-audit.sql	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/scripts/check-quality.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/symcheck.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/extract-calls.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/scripts/schema-probe.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/check-presence.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/scripts/check-db.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/check-regime.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/analyze-consensus.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/analyze-regimes.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/scrape-transcripts.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/scripts/analyze-frequency.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/score-progress.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/check-sheldon.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/test-gemini.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/date-stats.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/return-sanity.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/analyze-scores.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/reset-scores.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/validate-creators.ts	4	File:1,Module:1,Interface:1,Function:1
opt-crypto-tuber-ranked.db	src/scripts/add-candle-index.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/test-query.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/analyze-direction-mix.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/analyze-thresholds.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/migrate-add-columns.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/check-progress.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/test-pending.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/cron.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/creator-handle-path.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/csv.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/checkout/success/page.tsx	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/checkout/cancelled/page.tsx	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/api/v1/creators/[id]/route.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/api/auth/logout/route.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/auth/session/route.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/api/alerts/list/route.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/api/cron/audit/dispatch/route.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/api/cron/weekly/route.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/experiences/[experienceId]/page.tsx	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/dashboard/[companyId]/page.tsx	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/login/page.tsx	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/settings/account/page.tsx	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/components/CallScoreBrand.tsx	4	File:1,Module:1,Interface:1,Function:1
opt-crypto-tuber-ranked.db	src/components/Header.tsx	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/components/primitives/EditorialSection.tsx	4	File:1,Module:1,Interface:1,Function:1
opt-crypto-tuber-ranked.db	src/components/primitives/Wordmark.tsx	4	File:1,Module:1,Interface:1,Function:1
opt-crypto-tuber-ranked.db	tests/leaderboard-safety.test.mjs	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	tests/whop-certification-pack.test.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	tests/legacy-creator-overrides.test.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	tests/loop-engineering-kernel.test.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	tests/page-about-shape.test.ts	4	Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/components-no-rounded.test.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	tests/ml-idle-improve.test.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	tests/home-read-api-contract.test.ts	4	File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	tests/whop-webhook-route.test.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	tests/review-auth-route.test.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	tests/candidate-admission.test.ts	4	File:1,Module:1,Type:1,Function:1
opt-crypto-tuber-ranked.db	tests/leaderboard-shape.test.ts	4	Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/primitives.test.ts	4	Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/cron-auth.test.ts	4	File:1,Module:1,Function:1,Variable:1
opt-crypto-tuber-ranked.db	tests/shadow-extraction.test.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/shadow-scripts.test.ts	4	Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	postcss.config.mjs	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tailwind.config.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	docs/copy-corrections.md	3	File:1,Module:1,Section:1
opt-crypto-tuber-ranked.db	docs/checkout-return-cancel-checklist.md	3	File:1,Module:1,Section:1
opt-crypto-tuber-ranked.db	docs/legacy-infra-superseded.md	3	File:1,Module:1,Section:1
opt-crypto-tuber-ranked.db	migrations/019-ml-verifier-reason-code-lookup.sql	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	migrations/004-alert-unsubscribes.sql	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	migrations/002-call-revisions.sql	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/GATE_STATUS.md	3	File:1,Module:1,Section:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/launch-batch/ROLLBACK_PLAN.md	3	File:1,Module:1,Section:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/trust-assets/BINARYBARON_BRAND_GUIDE.md	3	File:1,Module:1,Section:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/trust-assets/DISCLAIMER.md	3	File:1,Module:1,Section:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/trust-assets/CORRECTION_POLICY.md	3	File:1,Module:1,Section:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/trust-assets/SAMPLE_SIZE_CAVEAT.md	3	File:1,Module:1,Section:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/trust-assets/RIGHT_OF_REPLY_POLICY.md	3	File:1,Module:1,Section:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/trust-assets/METHODOLOGY.md	3	File:1,Module:1,Section:1
opt-crypto-tuber-ranked.db	src/lib/creator-tier.ts	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/lib/creator-handles.ts	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/lib/pipeline/retry.ts	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/app/sitemap.ts	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/app/settings/page.tsx	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/app/settings/team/page.tsx	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/app/settings/notifications/page.tsx	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/components/FloatingFeedbackButton.tsx	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/components/Footer.tsx	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	tests/tiergate-shape.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/global-creator-candidates.test.ts	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	tests/creator-stats-eligibility.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/page-home-shape.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/migrate.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/page-webhooks-shape.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/laptop-collector-script.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/alphascore-shape.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/extraction-validation.test.ts	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	tests/refresh-candles.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/page-pricing-shape.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/post-checkout-ux.test.ts	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	tests/ollama-bakeoff.test.ts	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	tests/workflow-receipts.test.ts	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	tests/periodfilter-shape.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/audit-coverage.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/page-methodology-shape.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/page-call-shape.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/next-config-domain.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/pipeline-stats.test.ts	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	tests/page-alerts-shape.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/floatingfeedback-shape.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/infrastructure-canonical.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/extract-calls-openrouter.test.ts	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	tests/public-integrity.test.ts	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	tests/page-creator-shape.test.ts	3	File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	tests/pipeline/retry.test.ts	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	netlify/functions/cron-alerts-send.js	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	netlify/functions/cron-alerts-scan.js	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	netlify/functions/cron-weekly.js	3	File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	CLAUDE.md	2	File:1,Module:1
opt-crypto-tuber-ranked.db	docs/global-creator-firecrawl-search.md	2	File:1,Section:1
opt-crypto-tuber-ranked.db	docs/zero65-serpapi-transcript-candidates.csv	2	File:1,Module:1
opt-crypto-tuber-ranked.db	docs/zero65-transcript-backfill-targets.csv	2	File:1,Module:1
opt-crypto-tuber-ranked.db	docs/architecture/callscore-agentic-platform.mmd	2	File:1,Module:1
opt-crypto-tuber-ranked.db	docs/architecture/callscore-gtm-agent-registry.mmd	2	File:1,Module:1
opt-crypto-tuber-ranked.db	docs/audits/hermes-agentic-system-map.mmd	2	File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/callscore-agentic-workplane-full-system.html	2	File:1,Module:1
opt-crypto-tuber-ranked.db	migrations/017-pipeline-job-metrics.sql	2	File:1,Module:1
opt-crypto-tuber-ranked.db	migrations/016-ml-verifier-missing-evidence.sql	2	File:1,Module:1
opt-crypto-tuber-ranked.db	migrations/012-video-transcript-status.sql	2	File:1,Module:1
opt-crypto-tuber-ranked.db	migrations/015-candles-symbol-open-time.sql	2	File:1,Module:1
