db	path	node_mentions	labels
opt-crypto-tuber-ranked.db	src/lib/workplane-status.ts	28	Function:19,Interface:6,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/lib/leaderboard-safety.mjs	28	Function:20,Variable:6,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/page.tsx	28	Function:18,Interface:5,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	.kilo/skills/file-organizer/SKILL.md	27	Section:25,File:1,Module:1
opt-crypto-tuber-ranked.db	CALLSCORE-DATA-PIPELINE-AUDIT-2026-05-01.md	26	Section:24,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/callscore-enqueue-server.ts	26	Function:12,Variable:11,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	docs/superpowers/specs/2026-04-06-crypto-tuber-ranked-design.md	25	Section:23,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/launch-batch/drafts/launch_actions.json	25	Variable:23,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/audit-recompute.ts	25	Function:17,Interface:3,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/bakeoff-ollama-cloud-models.ts	25	Function:14,Variable:6,Interface:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/auth.ts	25	Function:14,Interface:5,Variable:4,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/frontend-build-agent-prompt.md	24	Section:22,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/callscore-canonical-env-manifest.md	24	Section:22,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/repair-price-at-call.ts	24	Function:13,Interface:5,Variable:4,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/self-correction.test.ts	24	Variable:10,Function:7,Interface:5,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/discover-videos-rss-api.ts	23	Function:15,Variable:3,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/backfill-candles-data-vision.ts	23	Function:15,Variable:4,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/data/global-creator-sources.json	23	Variable:21,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/2026-06-15-x-twitter-public-canary-approval-packet.md	22	Section:20,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/ai-extraction.ts	22	Function:11,Variable:6,Interface:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/monitoring.ts	22	Function:12,Variable:6,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/candidate-admission.ts	22	Function:9,Variable:6,Interface:4,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/api-schemas.ts	22	Variable:16,Function:3,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/app/creator/[handle]/backtest/page.tsx	22	Function:16,Interface:2,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/launch-batch/drafts/creator_page_1.json	21	Variable:19,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/launch-batch/drafts/creator_page_4.json	21	Variable:19,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/launch-batch/drafts/creator_page_2.json	21	Variable:19,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/launch-batch/drafts/creator_page_3.json	21	Variable:19,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/launch-batch/drafts/creator_page_5.json	21	Variable:19,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/public-methodology.ts	21	Function:9,Type:4,Variable:4,Interface:2,File:1
opt-crypto-tuber-ranked.db	src/lib/leaderboard-eligibility.ts	21	Variable:13,Function:5,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	docs/specialist-extraction-model-research.md	20	Section:18,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/plans/2026-06-12-callscore-growth-intelligence-pack.md	20	Section:18,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/callscore-read-api-server.mjs	20	Function:13,Variable:5,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/whop-access.ts	20	Function:12,Variable:4,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/workplane-jobs.ts	20	Function:7,Variable:7,Type:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/transcribe-media-fallback.ts	19	Function:13,Interface:2,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/bootstrap-whop.ts	19	Function:11,Type:5,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/lib/pipeline-readiness.ts	19	Function:8,Interface:7,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	netlify.toml	18	Class:10,Variable:6,File:1,Module:1
opt-crypto-tuber-ranked.db	.codacy/cli.sh	18	Function:9,Variable:7,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/extract-calls-local.ts	18	Function:8,Variable:6,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/alerts.ts	18	Function:12,Interface:4,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/alert-jobs.ts	18	Function:12,Interface:4,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/pipeline-blockers.ts	18	Function:11,Interface:3,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/shadow-extraction.ts	18	Function:10,Interface:5,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/lib/constants.ts	18	Variable:15,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	docs/call-score-marketing-strategy.md	17	Section:15,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/superpowers/plans/2026-04-29-frontend-component-pass.md	17	Section:15,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/hermes-worker.ts	17	Function:10,Variable:4,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/scripts/audit-symbol-funnel.ts	17	Function:10,Interface:2,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/script-helpers.ts	17	Function:9,Interface:3,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/creator-eligibility-policy.mjs	17	Function:10,Variable:5,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/creator-stats-eligibility.ts	17	Function:8,Variable:5,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/lib/api-keys.ts	17	Function:10,Interface:4,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	docs/superpowers/plans/2026-04-29-frontend-foundation-pass.md	16	Section:14,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/whop-auto-certification.md	16	Section:14,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/ml-autoresearch.ts	16	Function:8,Interface:4,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/types.ts	16	Type:7,Interface:7,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/cron/weekly/helpers.ts	16	Function:7,Interface:3,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/components/WebhookManager.tsx	16	Function:11,Variable:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/components/CallHistory.tsx	16	Function:9,Interface:2,Type:2,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/superpowers/plans/2026-04-29-frontend-page-pass.md	15	Section:13,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/audit-coverage-100.ts	15	Function:8,Interface:3,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/send-queued-alerts.ts	15	Function:9,Type:4,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/ingest-transcript-result.ts	15	Function:10,Interface:2,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/lib/logger.ts	15	Function:9,Type:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/app/feedback/page.tsx	15	Function:6,Type:3,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	.whop-pipeline.json	14	Variable:12,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/simulate-creator-eligibility.ts	14	Function:5,Interface:3,Type:2,Variable:2,File:1
opt-crypto-tuber-ranked.db	src/scripts/backfill-publication-dates.ts	14	Function:9,Interface:2,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/scripts/promote-shadow-extractions.ts	14	Function:8,Interface:2,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/scripts/promote-creator-candidates.ts	14	Function:10,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/verify-public-surface.ts	14	Function:9,Interface:2,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/scripts/callscore-enqueue-job.ts	14	Function:9,Type:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/transcript-extraction-methods.ts	14	Function:8,Variable:2,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/lib/llm-eval.ts	14	Function:5,Interface:3,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/site.ts	14	Function:7,Variable:4,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/lib/public-serializer.ts	14	Function:8,Interface:3,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/app/pricing/page.tsx	14	Function:5,Variable:4,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/checkout/[tier]/route.ts	14	Function:7,Variable:3,Type:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/leaderboard/route.ts	14	Function:8,Interface:2,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/cron/ml/enqueue/route.ts	14	Function:8,Variable:4,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/methodology/page.tsx	14	Variable:5,Interface:3,Function:3,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/public-audit.md	13	Section:11,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/2026-06-15-callscore-skill-gap-analysis.md	13	Section:11,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/reextract-low-confidence-videos.ts	13	Function:5,Variable:5,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/lib/recompute-stats.ts	13	Function:8,Interface:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/pipeline-jobs.ts	13	Function:11,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/scoring.ts	13	Function:9,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/backtest/route.ts	13	Function:5,Variable:5,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/app/api/creator/[id]/route.ts	13	Variable:5,Function:4,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/components/BacktestLabCharts.tsx	13	Function:8,Interface:2,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/components/ApiKeyManager.tsx	13	Function:10,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	docs/ops/laptop-transcript-collector.md	12	Section:10,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/launch-batch/drafts/methodology_page.json	12	Variable:10,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/launch-batch/drafts/correction_log_page.json	12	Variable:10,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/launch-batch/drafts/github_methodology_repo.json	12	Variable:10,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/run-daily-pipeline.ts	12	Function:9,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/scripts/transcript-worklist.ts	12	Function:6,Interface:2,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/match-prices-set-based.ts	12	Function:8,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	src/scripts/detect-consensus.ts	12	Function:6,Interface:3,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/lib/creator-eligibility-policy.d.ts	12	Function:6,Interface:3,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/lib/workflow-receipts.ts	12	Function:5,Interface:2,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	netlify/functions/cron-candles-enqueue.js	12	Function:7,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/methodology-rubric-certification.md	11	Section:9,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/superpowers/plans/2026-05-04-settings-product-surfaces.md	11	Section:9,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/plans/2026-06-12-controlled-autonomous-runtime-review.md	11	Section:9,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/hermes-skill-canonicalization-audit.md	11	Section:9,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/callscore-canonical-session-startup.md	11	Section:9,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/workplane-readiness-audit.md	11	Section:9,File:1,Module:1
opt-crypto-tuber-ranked.db	.github/skills/whop-docs/scripts/search-whop-docs.mjs	11	Variable:6,Function:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/callscore-freshness-check.ts	11	Function:7,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	src/scripts/audit-pipeline-readiness.ts	11	Function:7,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/compute-scores.ts	11	Function:7,File:1,Module:1,Type:1,Variable:1
opt-crypto-tuber-ranked.db	src/scripts/ml-idle-improve.ts	11	Function:7,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/extraction-triage.ts	11	Function:5,Variable:3,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/app/api/feedback/route.ts	11	Function:4,Variable:4,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/app/api/cron/match/enqueue/route.ts	11	Function:6,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/cron/candles/enqueue/route.ts	11	Function:6,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/creator/[handle]/page.tsx	11	Interface:4,Function:3,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/creator-target-entitlements.test.ts	11	Function:6,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/cron-candles-wrapper.test.ts	11	Variable:5,Function:3,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	docs/ops/callscore-canonical-skill-register.md	10	Section:8,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/G10_RELEASE_SIGNOFF_EVIDENCE.md	10	Section:8,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/migrate.ts	10	Function:7,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/scripts/pipeline-monitor.ts	10	Interface:3,Variable:3,Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/evaluate-llm-gold-set.ts	10	Function:5,Interface:2,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/scripts/validate-shadow-extractions.ts	10	Function:5,Interface:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/workplane-status.ts	10	Function:7,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/scripts/score-diagnostics.ts	10	Interface:5,Function:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/backfill-dates.ts	10	Function:7,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/lib/ticker-normalize.ts	10	Function:4,Variable:4,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/methodology-rubric.ts	10	Variable:5,Type:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/whop-iframe.ts	10	Interface:3,Function:3,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/hh-read-api.ts	10	Function:6,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/loop-engineering.ts	10	Interface:3,Function:3,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/lib/resend.ts	10	Interface:2,Function:2,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/v1/leaderboard/route.ts	10	Function:4,Variable:3,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/app/about/page.tsx	10	Variable:5,Function:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	tests/portfolio-backtest.test.ts	10	Function:6,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/backtest.test.ts	10	Function:6,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	netlify/functions/cron-match-enqueue.js	10	Function:6,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	AGENTS.md	9	Section:7,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/superpowers/plans/2026-05-03-full-backtest-lab.md	9	Section:7,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/superpowers/plans/README.md	9	Section:7,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/agentic-architecture/clean-go-forward-state.md	9	Section:7,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/plans/2026-06-06-creator-admission-gate.md	9	Section:7,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/plans/2026-06-12-art-of-war-internal-planning.md	9	Section:7,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/freshness-certification.md	9	Section:7,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/callscore-loop-engineering-contract.md	9	Section:7,File:1,Module:1
opt-crypto-tuber-ranked.db	scripts/validate-hermes-env.ts	9	Function:3,Variable:3,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	.github/skills/whop-docs/SKILL.md	9	Section:7,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/approval-request/FORMAL_G10_APPROVAL_REQUEST.md	9	Section:7,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/audit-global-coverage.ts	9	Function:5,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/binance-candle-fallback.ts	9	Function:3,Variable:3,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/lib/backtest-params.ts	9	Function:5,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	src/lib/judgment-window.ts	9	Variable:5,Function:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/unsubscribe-token.ts	9	Function:5,File:1,Module:1,Interface:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/api/backtest/[handle]/route.ts	9	Function:4,Variable:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/app/api/webhooks/route.ts	9	Function:4,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/auth/whop/callback/route.ts	9	Function:4,Interface:2,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/api/api-keys/route.ts	9	Function:4,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/cron/deadline.ts	9	Function:6,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/app/webhooks/page.tsx	9	Variable:6,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/app/alerts/page.tsx	9	Variable:6,File:1,Module:1,Function:1
opt-crypto-tuber-ranked.db	src/components/CreatorCard.tsx	9	Function:5,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	tests/hermes-public-gtm-default-open.test.ts	9	Variable:5,File:1,Module:1,Interface:1,Function:1
opt-crypto-tuber-ranked.db	netlify/functions/cron-ml-enqueue.js	9	Function:5,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	netlify/functions/cron-scores-enqueue.js	9	Function:5,Variable:2,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/global-creator-high-level-opinion.md	8	Section:6,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/global-creator-review-shortlist.md	8	Section:6,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/hermes-pipeline.md	8	Section:6,File:1,Module:1
opt-crypto-tuber-ranked.db	docs/ops/callscore-canonical-subagent-roster.md	8	Section:6,File:1,Module:1
opt-crypto-tuber-ranked.db	migrations/006-autonomous-ml-pipeline.sql	8	Variable:6,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/KANBAN.md	8	Section:6,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/RELEASE_CHECKLIST.md	8	Section:6,File:1,Module:1
opt-crypto-tuber-ranked.db	callscore-g10-approval-packet/approval-request/ASSET_INDEX.md	8	Section:6,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/detect-call-revisions.ts	8	Function:4,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/rescore-derived.ts	8	Function:3,Interface:2,File:1,Module:1,Variable:1
opt-crypto-tuber-ranked.db	src/scripts/shadow-diff-extractions.ts	8	Function:5,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/scripts/validate-candle-open-time-constraint.ts	8	Function:3,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/sync-creator-youtube-metrics.ts	8	Function:4,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/workplane-laptop-job.ts	8	Function:6,File:1,Module:1
opt-crypto-tuber-ranked.db	src/scripts/check-secret-hygiene.ts	8	Function:3,Variable:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/scripts/write-workflow-receipt.ts	8	Function:6,File:1,Module:1
opt-crypto-tuber-ranked.db	src/lib/legacy-creator-overrides.ts	8	Function:2,Variable:2,File:1,Module:1,Type:1
opt-crypto-tuber-ranked.db	src/lib/autonomy-status.ts	8	Function:4,Interface:2,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/health/helpers.ts	8	Function:3,Type:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/app/api/alerts/watch/route.ts	8	Function:5,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/app/api/pipeline/status/route.ts	8	Function:3,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/pipeline/stats/route.ts	8	Function:3,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/pipeline/blockers/route.ts	8	Function:3,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/api/cron/scores/enqueue/route.ts	8	Function:3,Variable:3,File:1,Module:1
opt-crypto-tuber-ranked.db	src/app/transparency/page.tsx	8	Function:3,Variable:2,File:1,Module:1,Interface:1
opt-crypto-tuber-ranked.db	src/app/settings/alerts/page.tsx	8	Function:4,Interface:2,File:1,Module:1
