db	rank	path	node_mentions	labels
srv-whop-auto-plugin.db	8	agent_workflows/whop_auto/bin/whop-state-mcp/test/scaffold.test.ts	36	Function:30,Variable:4,File:1,Module:1
srv-whop-auto-plugin.db	9	agent_workflows/whop_auto/bin/whop-state-mcp/src/market.ts	34	Variable:16,Function:9,Interface:6,File:1,Module:1
srv-whop-auto-plugin.db	10	agent_workflows/whop_auto/bin/whop-state-mcp/src/skill-plans.ts	34	Function:15,Interface:11,Type:6,File:1,Module:1
srv-whop-auto-plugin.db	11	agent_workflows/whop_auto/bin/whop-state-mcp/test/deploy.test.ts	30	Function:24,Variable:3,File:1,Module:1,Type:1
srv-whop-auto-plugin.db	12	agent_workflows/whop_auto/bin/whop-state-mcp/test/commerce.test.ts	28	Function:22,Variable:4,File:1,Module:1
srv-whop-auto-plugin.db	13	agent_workflows/whop_auto/bin/whop-state-mcp/src/executor.ts	28	Function:9,Method:6,Class:5,Type:4,Interface:2
srv-whop-auto-plugin.db	14	agent_workflows/whop_auto/scripts/render-automation-readme-assets.mjs	27	Function:21,Variable:4,File:1,Module:1
srv-whop-auto-plugin.db	15	agent_workflows/whop_auto/bin/whop-state-mcp/src/status.ts	27	Function:12,Type:7,Class:2,Method:2,Interface:2
srv-whop-auto-plugin.db	16	agent_workflows/whop_auto/bin/whop-state-mcp/src/adopt.ts	25	Function:15,Type:4,Interface:2,Variable:2,File:1
srv-whop-auto-plugin.db	17	agent_workflows/whop_auto/bin/whop-state-mcp/src/tools/events.ts	23	Function:15,Class:2,Method:2,File:1,Module:1
srv-whop-auto-plugin.db	18	agent_workflows/whop_auto/bin/whop-state-mcp/src/transports/vercel-rest.ts	21	Function:14,Interface:5,File:1,Module:1
srv-whop-auto-plugin.db	19	agent_workflows/whop_auto/README.md	20	Section:18,File:1,Module:1
srv-whop-auto-plugin.db	20	agent_workflows/whop_auto/bin/whop-state-mcp/src/schemas.ts	20	Variable:12,Type:6,File:1,Module:1
srv-whop-auto-plugin.db	21	agent_workflows/whop_auto/bin/whop-state-mcp/src/reconcile.ts	19	Function:11,Type:2,Interface:2,Variable:2,File:1
srv-whop-auto-plugin.db	22	agent_workflows/whop_auto/bin/whop-state-mcp/src/tools/keychain.ts	19	Function:8,Class:3,Method:3,Variable:2,File:1
srv-whop-auto-plugin.db	23	agent_workflows/whop_auto/bin/whop-state-mcp/src/tools/manifest.ts	18	Function:8,Class:3,Method:3,File:1,Module:1
srv-whop-auto-plugin.db	24	agent_workflows/whop_auto/bin/whop-state-mcp/test/skill-runner.test.ts	17	Function:12,Variable:3,File:1,Module:1
srv-whop-auto-plugin.db	25	agent_workflows/whop_auto/bin/whop-state-mcp/src/runner.ts	17	Function:7,Type:6,Interface:2,File:1,Module:1
srv-whop-auto-plugin.db	26	agent_workflows/whop_auto/bin/whop-state-mcp/src/runtime.ts	16	Function:10,Interface:4,File:1,Module:1
srv-whop-auto-plugin.db	27	agent_workflows/whop_auto/bin/whop-state-mcp/src/tools/registry.ts	16	Function:8,Class:2,Method:2,Interface:2,File:1
srv-whop-auto-plugin.db	28	agent_workflows/whop_auto/healthcheck.mjs	15	Variable:12,File:1,Module:1,Function:1
srv-whop-auto-plugin.db	29	agent_workflows/whop_auto/scripts/healthcheck.mjs	15	Variable:12,File:1,Module:1,Function:1
srv-whop-auto-plugin.db	30	agent_workflows/whop_auto/automation-app/app-config.json	14	Variable:12,File:1,Module:1
srv-whop-auto-plugin.db	31	agent_workflows/whop_auto/automation-app/hermes-whop-automation.web.js	14	Function:12,File:1,Module:1
srv-whop-auto-plugin.db	32	agent_workflows/whop_auto/scripts/build-automation-app.mjs	12	Variable:10,File:1,Module:1
srv-whop-auto-plugin.db	33	agent_workflows/whop_auto/bin/whop-state-mcp/src/tools/boundary.ts	12	Function:4,Class:2,Method:2,File:1,Module:1
srv-whop-auto-plugin.db	34	agent_workflows/whop_auto/bin/whop-state-mcp/src/boot.ts	11	Function:6,File:1,Module:1,Class:1,Method:1
srv-whop-auto-plugin.db	35	agent_workflows/whop_auto/scripts/upload-automation-app-build.mjs	10	Function:5,Variable:3,File:1,Module:1
srv-whop-auto-plugin.db	36	agent_workflows/whop_auto/bin/whop-state-mcp/src/healthcheck.ts	10	Function:5,Interface:3,File:1,Module:1
srv-whop-auto-plugin.db	37	agent_workflows/whop_auto/.mcp.json	9	Variable:7,File:1,Module:1
srv-whop-auto-plugin.db	38	agent_workflows/whop_auto/scripts/serve-automation-app.mjs	9	Variable:6,File:1,Module:1,Function:1
srv-whop-auto-plugin.db	39	agent_workflows/whop_auto/bin/whop-state-mcp/test/status.test.ts	9	Function:7,File:1,Module:1
srv-whop-auto-plugin.db	40	agent_workflows/whop_auto/bin/whop-state-mcp/src/tools/git.ts	9	Function:7,File:1,Module:1
srv-whop-auto-plugin.db	41	agent_workflows/whop_auto/skills/whop-deploy/SKILL.md	9	Section:7,File:1,Module:1
srv-whop-auto-plugin.db	42	agent_workflows/whop_auto/automation-app/README.md	8	Section:6,File:1,Module:1
srv-whop-auto-plugin.db	43	agent_workflows/whop_auto/bin/whop-state-mcp/test/whop-rest.test.ts	8	Function:6,File:1,Module:1
srv-whop-auto-plugin.db	44	agent_workflows/whop_auto/skills/whop-adopt/SKILL.md	8	Section:6,File:1,Module:1
srv-whop-auto-plugin.db	45	agent_workflows/whop_auto/bin/whop-state-mcp/test/market.test.ts	7	Variable:5,File:1,Module:1
srv-whop-auto-plugin.db	46	agent_workflows/whop_auto/bin/whop-state-mcp/test/runtime.test.ts	7	Function:5,File:1,Module:1
srv-whop-auto-plugin.db	47	agent_workflows/whop_auto/bin/whop-state-mcp/test/runner.test.ts	7	Function:3,File:1,Module:1,Type:1,Variable:1
srv-whop-auto-plugin.db	48	agent_workflows/whop_auto/bin/whop-state-mcp/test/keychain.test.ts	7	Function:5,File:1,Module:1
srv-whop-auto-plugin.db	49	agent_workflows/whop_auto/skills/whop-market/SKILL.md	7	Section:5,File:1,Module:1
srv-whop-auto-plugin.db	50	agent_workflows/whop_auto/agents/adopt-planner.md	6	Section:4,File:1,Module:1
srv-whop-auto-plugin.db	51	agent_workflows/whop_auto/bin/whop-state-mcp/test/vercel-rest.test.ts	6	Function:4,File:1,Module:1
srv-whop-auto-plugin.db	52	agent_workflows/whop_auto/.claude-plugin/plugin.json	6	Variable:4,File:1,Module:1
srv-whop-auto-plugin.db	53	agent_workflows/whop_auto/agents/critic.md	5	Section:3,File:1,Module:1
srv-whop-auto-plugin.db	54	agent_workflows/whop_auto/agents/deploy-planner.md	5	Section:3,File:1,Module:1
srv-whop-auto-plugin.db	55	agent_workflows/whop_auto/bin/whop-state-mcp/test/executor.test.ts	5	Variable:2,File:1,Module:1,Function:1
srv-whop-auto-plugin.db	56	agent_workflows/whop_auto/bin/whop-state-mcp/src/config.ts	5	Function:2,File:1,Module:1,Variable:1
srv-whop-auto-plugin.db	57	agent_workflows/whop_auto/bin/whop-state-mcp/src/tools/codegen.ts	5	Variable:2,File:1,Module:1,Function:1
srv-whop-auto-plugin.db	58	agent_workflows/whop_auto/docker-compose.hetzner.yml	4	Variable:2,File:1,Module:1
srv-whop-auto-plugin.db	59	agent_workflows/whop_auto/bin/whop-state-mcp/test/commerce-plan.test.ts	4	Variable:2,File:1,Module:1
srv-whop-auto-plugin.db	60	agent_workflows/whop_auto/bin/whop-state-mcp/test/boot.test.ts	4	Function:2,File:1,Module:1
srv-whop-auto-plugin.db	61	agent_workflows/whop_auto/bin/whop-state-mcp/test/docs-contract.test.ts	4	File:1,Module:1,Function:1,Variable:1
srv-whop-auto-plugin.db	62	agent_workflows/whop_auto/bin/whop-state-mcp/test/healthcheck.test.ts	4	Function:2,File:1,Module:1
srv-whop-auto-plugin.db	63	agent_workflows/whop_auto/bin/whop-state-mcp/test/consent.test.ts	4	Function:2,File:1,Module:1
srv-whop-auto-plugin.db	64	agent_workflows/whop_auto/bin/whop-state-mcp/test/boundary.test.ts	4	Function:2,File:1,Module:1
srv-whop-auto-plugin.db	65	agent_workflows/whop_auto/bin/whop-state-mcp/test/codegen.test.ts	3	File:1,Module:1,Function:1
srv-whop-auto-plugin.db	66	agent_workflows/whop_auto/bin/whop-state-mcp/test/registry.test.ts	3	File:1,Module:1,Function:1
srv-whop-auto-plugin.db	67	agent_workflows/whop_auto/bin/whop-state-mcp/test/scaffold-plan.test.ts	3	File:1,Module:1,Variable:1
srv-whop-auto-plugin.db	68	agent_workflows/whop_auto/bin/whop-state-mcp/test/events.test.ts	3	File:1,Module:1,Function:1
srv-whop-auto-plugin.db	69	agent_workflows/whop_auto/bin/whop-state-mcp/test/test-loader.ts	3	File:1,Module:1,Function:1
srv-whop-auto-plugin.db	70	agent_workflows/whop_auto/bin/whop-state-mcp/test/manifest.test.ts	3	File:1,Module:1,Function:1
srv-whop-auto-plugin.db	71	agent_workflows/whop_auto/bin/whop-state-mcp/test/integration-compensation-deadline.test.ts	3	File:1,Module:1,Function:1
srv-whop-auto-plugin.db	72	agent_workflows/whop_auto/bin/whop-state-mcp/test/fixtures/adopt-happy-path.ts	3	File:1,Module:1,Variable:1
srv-whop-auto-plugin.db	73	agent_workflows/whop_auto/bin/whop-state-mcp/src/index.ts	3	File:1,Module:1,Function:1
srv-whop-auto-plugin.db	74	agent_workflows/whop_auto/bin/whop-state-mcp/test/integration-adopt-happy.test.ts	2	File:1,Module:1
srv-whop-auto-plugin.db	75	agent_workflows/whop_auto/bin/whop-state-mcp/test/test-loader.test.ts	2	File:1,Module:1
srv-whop-auto-plugin.db	76	agent_workflows/whop_auto/bin/whop-state-mcp/test/state-digest.test.ts	2	File:1,Module:1
srv-whop-auto-plugin.db	77	agent_workflows/whop_auto/bin/whop-state-mcp/test/integration-unknown-outcome.test.ts	2	File:1,Module:1
srv-whop-auto-plugin.db	78	agent_workflows/whop_auto/bin/whop-state-mcp/test/run-tests.ts	2	File:1,Module:1
srv-whop-auto-plugin.db	79	agent_workflows/whop_auto/bin/whop-state-mcp/test/schemas.test.ts	2	File:1,Module:1
srv-whop-auto-plugin.db	80	agent_workflows/whop_auto/bin/whop-state-mcp/src/tools	1	Folder:1
srv-whop-auto-plugin.db	81	agent_workflows/whop_auto/bin/whop-state-mcp/src/transports	1	Folder:1
